Transaction ID;Date;Customer ID;Gender;Age;Product Category;Quantity;Price per Unit;Total Amount;Postcode
251;31-8-2025;CUST251;Female;57;Beauty;4;€ 50,00;€ 200,00;4001RK
252;5-5-2025;CUST252;Male;54;Electronics;1;€ 300,00;€ 300,00;4001RK
253;31-8-2025;CUST253;Female;53;Clothing;4;€ 500,00;€ 2.000,00;4001RK
254;28-7-2025;CUST254;Male;41;Electronics;1;€ 500,00;€ 500,00;4001RK
255;8-4-2025;CUST255;Male;48;Clothing;1;€ 30,00;€ 30,00;4001RK
256;18-2-2025;CUST256;Male;23;Clothing;2;€ 500,00;€ 1.000,00;4001RK
257;19-2-2025;CUST257;Male;19;Beauty;4;€ 500,00;€ 2.000,00;4001RK
258;4-12-2025;CUST258;Female;37;Clothing;1;€ 50,00;€ 50,00;4001RK
259;9-8-2025;CUST259;Female;45;Clothing;4;€ 50,00;€ 200,00;4001RK
260;1-7-2025;CUST260;Male;28;Beauty;2;€ 30,00;€ 60,00;4001RK
261;5-8-2025;CUST261;Male;21;Clothing;2;€ 25,00;€ 50,00;4001RK
262;30-7-2025;CUST262;Female;32;Beauty;4;€ 30,00;€ 120,00;4001RK
263;28-8-2025;CUST263;Male;23;Beauty;2;€ 30,00;€ 60,00;4001RK
264;28-1-2025;CUST264;Male;47;Clothing;3;€ 300,00;€ 900,00;4001RK
265;11-12-2025;CUST265;Male;55;Clothing;3;€ 300,00;€ 900,00;4001RK
266;1-12-2025;CUST266;Female;19;Electronics;2;€ 30,00;€ 60,00;4001RK
267;27-11-2025;CUST267;Female;32;Beauty;3;€ 30,00;€ 90,00;4001RK
268;20-2-2025;CUST268;Female;28;Electronics;1;€ 30,00;€ 30,00;4001RK
269;1-2-2025;CUST269;Male;25;Clothing;4;€ 500,00;€ 2.000,00;4001RK
270;26-7-2025;CUST270;Male;43;Electronics;1;€ 300,00;€ 300,00;4001RK
271;23-6-2025;CUST271;Female;62;Beauty;4;€ 30,00;€ 120,00;4001RK
272;25-2-2025;CUST272;Female;61;Electronics;2;€ 50,00;€ 100,00;4001RK
273;8-5-2025;CUST273;Female;22;Beauty;1;€ 50,00;€ 50,00;4001RK
274;9-4-2025;CUST274;Female;23;Clothing;2;€ 500,00;€ 1.000,00;4001RK
275;8-4-2025;CUST275;Male;43;Clothing;2;€ 500,00;€ 1.000,00;4001RK
276;2-10-2025;CUST276;Female;21;Beauty;4;€ 25,00;€ 100,00;4001RK
277;18-8-2025;CUST277;Male;36;Clothing;4;€ 25,00;€ 100,00;4001RK
278;13-3-2025;CUST278;Female;37;Clothing;4;€ 25,00;€ 100,00;4001RK
279;5-8-2025;CUST279;Male;50;Clothing;1;€ 500,00;€ 500,00;4001RK
280;4-4-2025;CUST280;Female;37;Clothing;3;€ 500,00;€ 1.500,00;4001RK
281;23-5-2025;CUST281;Female;29;Beauty;4;€ 500,00;€ 2.000,00;4001RK
282;25-8-2025;CUST282;Female;64;Electronics;4;€ 50,00;€ 200,00;4001RK
283;8-5-2025;CUST283;Female;18;Electronics;1;€ 500,00;€ 500,00;4001RK
284;8-2-2025;CUST284;Male;43;Clothing;4;€ 50,00;€ 200,00;4001RK
285;15-8-2025;CUST285;Female;31;Electronics;1;€ 25,00;€ 25,00;4001RK
286;9-10-2025;CUST286;Male;55;Electronics;2;€ 25,00;€ 50,00;4001RK
287;20-2-2025;CUST287;Male;54;Clothing;4;€ 25,00;€ 100,00;4001RK
288;26-1-2025;CUST288;Male;28;Clothing;4;€ 30,00;€ 120,00;4001RK
289;30-11-2025;CUST289;Male;53;Electronics;2;€ 30,00;€ 60,00;4001RK
290;4-10-2025;CUST290;Female;30;Beauty;2;€ 300,00;€ 600,00;4001RK
291;8-1-2025;CUST291;Male;60;Clothing;2;€ 300,00;€ 600,00;4001RK
292;17-2-2025;CUST292;Male;20;Beauty;4;€ 300,00;€ 1.200,00;4001RK
293;2-5-2025;CUST293;Male;50;Electronics;3;€ 30,00;€ 90,00;4001RK
294;27-3-2025;CUST294;Female;23;Clothing;3;€ 30,00;€ 90,00;4001RK
295;28-7-2025;CUST295;Female;27;Beauty;3;€ 300,00;€ 900,00;4001RK
296;6-9-2025;CUST296;Female;22;Clothing;4;€ 300,00;€ 1.200,00;4001RK
297;4-9-2025;CUST297;Female;40;Electronics;2;€ 500,00;€ 1.000,00;4001RK
298;20-4-2025;CUST298;Male;27;Beauty;4;€ 300,00;€ 1.200,00;4001RK
299;25-7-2025;CUST299;Male;61;Electronics;2;€ 500,00;€ 1.000,00;4001RK
300;31-1-2025;CUST300;Female;19;Electronics;4;€ 50,00;€ 200,00;4001RK
301;26-3-2025;CUST301;Male;30;Clothing;4;€ 30,00;€ 120,00;4001RK
302;14-7-2025;CUST302;Male;57;Beauty;2;€ 300,00;€ 600,00;4001RK
303;2-1-2025;CUST303;Male;19;Electronics;3;€ 30,00;€ 90,00;4001RK
304;19-7-2025;CUST304;Female;37;Electronics;2;€ 30,00;€ 60,00;4001RK
305;16-5-2025;CUST305;Female;18;Beauty;1;€ 30,00;€ 30,00;4001RK
306;21-8-2025;CUST306;Male;54;Electronics;1;€ 50,00;€ 50,00;4001RK
307;27-5-2025;CUST307;Female;26;Electronics;2;€ 25,00;€ 50,00;4001RK
308;5-8-2025;CUST308;Female;34;Beauty;4;€ 300,00;€ 1.200,00;4001RK
309;23-12-2025;CUST309;Female;26;Beauty;1;€ 25,00;€ 25,00;4001RK
310;12-10-2025;CUST310;Female;28;Beauty;1;€ 25,00;€ 25,00;4001RK
311;5-12-2025;CUST311;Female;32;Beauty;4;€ 25,00;€ 100,00;4001RK
312;7-9-2025;CUST312;Male;41;Clothing;4;€ 30,00;€ 120,00;4001RK
313;21-3-2025;CUST313;Female;55;Beauty;3;€ 500,00;€ 1.500,00;4001RK
314;8-4-2025;CUST314;Male;52;Clothing;4;€ 30,00;€ 120,00;4001RK
315;1-6-2025;CUST315;Male;47;Clothing;2;€ 30,00;€ 60,00;4001RK
316;22-4-2025;CUST316;Female;48;Clothing;2;€ 25,00;€ 50,00;4001RK
317;30-1-2025;CUST317;Male;22;Electronics;3;€ 30,00;€ 90,00;4001RK
318;24-10-2025;CUST318;Male;61;Clothing;1;€ 25,00;€ 25,00;4001RK
319;5-10-2025;CUST319;Male;31;Clothing;1;€ 500,00;€ 500,00;4001RK
320;1-2-2025;CUST320;Female;28;Electronics;4;€ 300,00;€ 1.200,00;4001RK
321;10-6-2025;CUST321;Female;26;Electronics;2;€ 25,00;€ 50,00;4001CH
322;30-1-2025;CUST322;Male;51;Electronics;1;€ 500,00;€ 500,00;4001CH
323;26-1-2025;CUST323;Female;29;Beauty;3;€ 300,00;€ 900,00;4001CH
324;27-10-2025;CUST324;Female;52;Electronics;3;€ 50,00;€ 150,00;4001CH
325;2-9-2025;CUST325;Female;52;Electronics;2;€ 25,00;€ 50,00;4001CH
326;15-9-2025;CUST326;Female;18;Clothing;3;€ 25,00;€ 75,00;4001CH
327;29-9-2025;CUST327;Male;57;Electronics;3;€ 50,00;€ 150,00;4001CH
328;22-3-2025;CUST328;Male;39;Beauty;2;€ 50,00;€ 100,00;4001CH
329;30-1-2025;CUST329;Female;46;Electronics;4;€ 25,00;€ 100,00;4001CH
330;18-9-2025;CUST330;Female;25;Beauty;4;€ 50,00;€ 200,00;4001CH
331;11-2-2025;CUST331;Male;28;Electronics;3;€ 30,00;€ 90,00;4001CH
332;6-4-2025;CUST332;Male;58;Electronics;4;€ 300,00;€ 1.200,00;4001CH
333;5-2-2025;CUST333;Female;54;Electronics;4;€ 300,00;€ 1.200,00;4001CH
334;1-11-2025;CUST334;Male;31;Electronics;3;€ 300,00;€ 900,00;4001CH
335;4-2-2025;CUST335;Female;47;Beauty;4;€ 30,00;€ 120,00;4001CH
336;12-12-2025;CUST336;Female;52;Beauty;3;€ 50,00;€ 150,00;4001CH
337;1-5-2025;CUST337;Male;38;Clothing;1;€ 500,00;€ 500,00;4001CH
338;26-7-2025;CUST338;Male;54;Beauty;2;€ 50,00;€ 100,00;4001CH
339;3-3-2025;CUST339;Female;22;Electronics;2;€ 25,00;€ 50,00;4001CH
340;19-10-2025;CUST340;Female;36;Clothing;4;€ 300,00;€ 1.200,00;4001CH
341;7-5-2025;CUST341;Male;31;Clothing;4;€ 50,00;€ 200,00;4001CH
342;24-10-2025;CUST342;Female;43;Clothing;4;€ 500,00;€ 2.000,00;4001CH
343;1-11-2025;CUST343;Male;21;Electronics;2;€ 25,00;€ 50,00;4001CH
344;21-1-2025;CUST344;Female;42;Beauty;1;€ 30,00;€ 30,00;4001CH
345;14-11-2025;CUST345;Male;62;Electronics;1;€ 30,00;€ 30,00;4001CH
346;11-2-2025;CUST346;Male;59;Clothing;2;€ 500,00;€ 1.000,00;4001CH
347;3-8-2025;CUST347;Male;42;Electronics;1;€ 25,00;€ 25,00;4001CH
348;3-12-2025;CUST348;Female;35;Electronics;2;€ 300,00;€ 600,00;4001CH
349;26-10-2025;CUST349;Female;57;Beauty;1;€ 50,00;€ 50,00;4001CH
350;17-10-2025;CUST350;Male;25;Beauty;3;€ 25,00;€ 75,00;4001CH
351;25-9-2025;CUST351;Female;56;Clothing;3;€ 30,00;€ 90,00;4001CH
352;11-6-2025;CUST352;Male;57;Electronics;2;€ 500,00;€ 1.000,00;4001CH
353;14-5-2025;CUST353;Male;31;Electronics;1;€ 500,00;€ 500,00;4001CH
354;15-4-2025;CUST354;Female;49;Beauty;4;€ 50,00;€ 200,00;4001CH
355;9-12-2025;CUST355;Female;55;Electronics;1;€ 500,00;€ 500,00;4001CH
356;10-6-2025;CUST356;Male;50;Electronics;3;€ 500,00;€ 1.500,00;4001CH
357;3-5-2025;CUST357;Female;40;Electronics;3;€ 25,00;€ 75,00;4001CH
358;16-5-2025;CUST358;Female;32;Beauty;1;€ 300,00;€ 300,00;4001CH
359;22-7-2025;CUST359;Male;50;Clothing;1;€ 50,00;€ 50,00;4001CH
360;9-3-2025;CUST360;Male;42;Clothing;4;€ 25,00;€ 100,00;4001CH
361;10-12-2025;CUST361;Female;34;Electronics;4;€ 300,00;€ 1.200,00;4001CH
362;27-11-2025;CUST362;Male;50;Clothing;1;€ 25,00;€ 25,00;4001CH
363;3-6-2025;CUST363;Male;64;Beauty;1;€ 25,00;€ 25,00;4001CH
364;23-8-2025;CUST364;Female;19;Beauty;1;€ 500,00;€ 500,00;4001CH
365;11-6-2025;CUST365;Male;31;Clothing;1;€ 300,00;€ 300,00;4001CH
366;7-2-2025;CUST366;Male;57;Clothing;2;€ 50,00;€ 100,00;4001CH
367;5-1-2025;CUST367;Female;57;Electronics;1;€ 50,00;€ 50,00;4001CH
368;23-8-2025;CUST368;Female;56;Clothing;4;€ 300,00;€ 1.200,00;4001CH
369;15-11-2025;CUST369;Male;23;Electronics;3;€ 500,00;€ 1.500,00;4001CH
370;16-10-2025;CUST370;Male;23;Electronics;2;€ 30,00;€ 60,00;4001CH
371;21-2-2025;CUST371;Female;20;Beauty;1;€ 25,00;€ 25,00;4001CH
372;7-2-2025;CUST372;Female;24;Beauty;3;€ 500,00;€ 1.500,00;4001CH
373;3-10-2025;CUST373;Female;25;Beauty;2;€ 300,00;€ 600,00;4001CH
374;20-4-2025;CUST374;Female;59;Beauty;3;€ 25,00;€ 75,00;4001CH
375;17-9-2025;CUST375;Male;32;Clothing;1;€ 50,00;€ 50,00;4001CH
376;16-5-2025;CUST376;Female;64;Beauty;1;€ 30,00;€ 30,00;4001CH
377;9-3-2025;CUST377;Female;46;Clothing;4;€ 50,00;€ 200,00;4001CH
378;28-6-2025;CUST378;Male;50;Beauty;1;€ 300,00;€ 300,00;4001CH
379;5-2-2025;CUST379;Female;47;Clothing;1;€ 25,00;€ 25,00;4001CH
380;6-5-2025;CUST380;Male;56;Electronics;2;€ 300,00;€ 600,00;4001CH
381;9-7-2025;CUST381;Female;44;Clothing;4;€ 25,00;€ 100,00;4001CH
382;26-5-2025;CUST382;Female;53;Clothing;2;€ 500,00;€ 1.000,00;4001CH
383;22-3-2025;CUST383;Female;46;Beauty;3;€ 30,00;€ 90,00;4001CH
384;13-8-2025;CUST384;Male;55;Clothing;1;€ 500,00;€ 500,00;4001CH
385;6-10-2025;CUST385;Male;50;Electronics;3;€ 500,00;€ 1.500,00;4001CH
386;27-12-2025;CUST386;Female;54;Electronics;2;€ 300,00;€ 600,00;4001CH
387;4-6-2025;CUST387;Male;44;Beauty;1;€ 30,00;€ 30,00;4001CH
388;10-11-2025;CUST388;Male;50;Electronics;1;€ 25,00;€ 25,00;4001CH
389;1-12-2025;CUST389;Male;21;Clothing;2;€ 25,00;€ 50,00;4001CH
390;28-9-2025;CUST390;Male;39;Electronics;2;€ 50,00;€ 100,00;4001CH
391;5-1-2025;CUST391;Male;19;Beauty;2;€ 25,00;€ 50,00;4001CH
392;8-12-2025;CUST392;Male;27;Clothing;2;€ 300,00;€ 600,00;4001CH
393;11-10-2025;CUST393;Female;22;Beauty;2;€ 500,00;€ 1.000,00;4001CH
394;3-6-2025;CUST394;Female;27;Clothing;1;€ 500,00;€ 500,00;4001CH
395;6-12-2025;CUST395;Male;50;Electronics;2;€ 500,00;€ 1.000,00;4001CH
396;23-2-2025;CUST396;Female;55;Beauty;1;€ 30,00;€ 30,00;4001CH
397;10-3-2025;CUST397;Female;30;Beauty;1;€ 25,00;€ 25,00;4001CH
398;16-5-2025;CUST398;Female;48;Clothing;2;€ 300,00;€ 600,00;4001CH
399;1-3-2025;CUST399;Female;64;Beauty;2;€ 30,00;€ 60,00;4001CH
400;24-2-2025;CUST400;Male;53;Clothing;4;€ 50,00;€ 200,00;4001CH
401;11-10-2025;CUST401;Female;62;Clothing;1;€ 300,00;€ 300,00;4001CH
402;21-3-2025;CUST402;Female;41;Clothing;2;€ 300,00;€ 600,00;4001CH
403;20-5-2025;CUST403;Male;32;Clothing;2;€ 300,00;€ 600,00;4001CH
404;25-5-2025;CUST404;Male;46;Electronics;2;€ 500,00;€ 1.000,00;4001CH
405;6-11-2025;CUST405;Female;25;Clothing;4;€ 300,00;€ 1.200,00;4001CH
406;18-4-2025;CUST406;Female;22;Beauty;4;€ 25,00;€ 100,00;4001CH
407;25-6-2025;CUST407;Female;46;Electronics;3;€ 300,00;€ 900,00;4001CH
408;15-4-2025;CUST408;Female;64;Beauty;1;€ 500,00;€ 500,00;4001CH
409;18-12-2025;CUST409;Female;21;Electronics;3;€ 300,00;€ 900,00;4001CH
410;21-11-2025;CUST410;Female;29;Clothing;2;€ 50,00;€ 100,00;4001CH
411;16-5-2025;CUST411;Male;62;Electronics;4;€ 50,00;€ 200,00;4001CH
412;16-9-2025;CUST412;Female;19;Electronics;4;€ 500,00;€ 2.000,00;4001CH
413;8-9-2025;CUST413;Female;44;Beauty;3;€ 25,00;€ 75,00;4001CH
414;9-5-2025;CUST414;Male;48;Beauty;4;€ 25,00;€ 100,00;4001CH
415;27-1-2025;CUST415;Male;53;Clothing;2;€ 30,00;€ 60,00;4001CH
416;17-2-2025;CUST416;Male;53;Electronics;4;€ 500,00;€ 2.000,00;4001CH
417;21-11-2025;CUST417;Male;43;Electronics;3;€ 300,00;€ 900,00;4001CH
418;5-8-2025;CUST418;Female;60;Electronics;2;€ 500,00;€ 1.000,00;4001CH
419;22-5-2025;CUST419;Female;44;Clothing;3;€ 30,00;€ 90,00;4001CH
420;23-1-2025;CUST420;Female;22;Clothing;4;€ 500,00;€ 2.000,00;4001CH
421;2-1-2025;CUST421;Female;37;Clothing;3;€ 500,00;€ 1.500,00;4001CH
422;20-6-2025;CUST422;Female;28;Clothing;3;€ 30,00;€ 90,00;4001CH
423;8-3-2025;CUST423;Female;27;Clothing;1;€ 25,00;€ 25,00;4001CH
424;23-11-2025;CUST424;Male;57;Beauty;4;€ 300,00;€ 1.200,00;4001CH
425;15-5-2025;CUST425;Female;55;Electronics;4;€ 30,00;€ 120,00;4001CH
426;24-3-2025;CUST426;Male;23;Electronics;3;€ 50,00;€ 150,00;4001CH
427;15-8-2025;CUST427;Male;25;Electronics;1;€ 25,00;€ 25,00;4001CH
428;10-10-2025;CUST428;Female;40;Electronics;4;€ 50,00;€ 200,00;4001CH
429;28-12-2025;CUST429;Male;64;Electronics;2;€ 25,00;€ 50,00;4001CH
430;7-8-2025;CUST430;Female;43;Electronics;3;€ 300,00;€ 900,00;4001CH
431;15-10-2025;CUST431;Male;63;Electronics;4;€ 300,00;€ 1.200,00;4001CH
432;5-1-2025;CUST432;Female;60;Electronics;2;€ 500,00;€ 1.000,00;4001CH
433;27-2-2025;CUST433;Male;29;Beauty;4;€ 50,00;€ 200,00;4001CH
434;8-2-2025;CUST434;Female;43;Electronics;2;€ 25,00;€ 50,00;4001CH
435;20-12-2025;CUST435;Female;30;Beauty;3;€ 300,00;€ 900,00;4001CH
436;18-3-2025;CUST436;Female;57;Clothing;4;€ 30,00;€ 120,00;4001CH
437;7-10-2025;CUST437;Female;35;Electronics;4;€ 300,00;€ 1.200,00;4001CH
438;19-1-2025;CUST438;Female;42;Clothing;1;€ 30,00;€ 30,00;4001CH
439;9-7-2025;CUST439;Male;50;Clothing;3;€ 25,00;€ 75,00;4001CH
440;26-10-2025;CUST440;Male;64;Clothing;2;€ 300,00;€ 600,00;4001CH
441;10-10-2025;CUST441;Male;57;Beauty;4;€ 300,00;€ 1.200,00;4001CH
442;17-3-2025;CUST442;Female;60;Clothing;4;€ 25,00;€ 100,00;4001CH
443;9-8-2025;CUST443;Male;29;Clothing;2;€ 300,00;€ 600,00;4001CH
444;7-3-2025;CUST444;Female;61;Clothing;3;€ 30,00;€ 90,00;4001CH
445;22-1-2025;CUST445;Female;53;Electronics;1;€ 300,00;€ 300,00;4001CH
446;7-6-2025;CUST446;Male;21;Electronics;1;€ 50,00;€ 50,00;4001CH
447;6-7-2025;CUST447;Male;22;Beauty;4;€ 500,00;€ 2.000,00;4001CH
448;21-1-2025;CUST448;Female;54;Beauty;2;€ 30,00;€ 60,00;4001CH
449;3-7-2025;CUST449;Male;25;Electronics;4;€ 50,00;€ 200,00;4001CH
450;18-4-2025;CUST450;Female;59;Beauty;2;€ 25,00;€ 50,00;4001CH
451;16-12-2025;CUST451;Female;45;Electronics;1;€ 30,00;€ 30,00;4001CH
452;8-5-2025;CUST452;Female;48;Clothing;3;€ 500,00;€ 1.500,00;4001CH
453;8-12-2025;CUST453;Female;26;Clothing;2;€ 500,00;€ 1.000,00;4001CH
454;22-2-2025;CUST454;Female;46;Beauty;1;€ 25,00;€ 25,00;4001CH
455;1-7-2025;CUST455;Male;31;Electronics;4;€ 25,00;€ 100,00;4001CH
456;14-10-2025;CUST456;Male;57;Electronics;2;€ 30,00;€ 60,00;4001CH
457;28-7-2025;CUST457;Female;58;Beauty;3;€ 300,00;€ 900,00;4001CH
458;14-11-2025;CUST458;Female;39;Electronics;4;€ 25,00;€ 100,00;4001CH
459;21-3-2025;CUST459;Male;28;Clothing;4;€ 300,00;€ 1.200,00;4001CH
460;2-5-2025;CUST460;Male;40;Beauty;1;€ 50,00;€ 50,00;4001CH
461;25-3-2025;CUST461;Female;18;Beauty;2;€ 500,00;€ 1.000,00;4001CH
462;1-4-2025;CUST462;Male;63;Electronics;4;€ 300,00;€ 1.200,00;4001CH
463;31-7-2025;CUST463;Female;54;Beauty;3;€ 500,00;€ 1.500,00;4001CH
464;13-1-2025;CUST464;Male;38;Electronics;2;€ 300,00;€ 600,00;4001CH
465;2-4-2025;CUST465;Female;43;Electronics;3;€ 50,00;€ 150,00;4001CH
466;20-6-2025;CUST466;Male;63;Electronics;4;€ 25,00;€ 100,00;4001CH
467;30-7-2025;CUST467;Female;53;Electronics;3;€ 50,00;€ 150,00;4001CH
468;9-12-2025;CUST468;Male;40;Electronics;1;€ 25,00;€ 25,00;4001CH
469;8-5-2025;CUST469;Male;18;Beauty;3;€ 25,00;€ 75,00;4001CH
470;17-5-2025;CUST470;Female;57;Clothing;2;€ 500,00;€ 1.000,00;4001CH
471;23-3-2025;CUST471;Male;32;Clothing;3;€ 50,00;€ 150,00;4001CH
472;26-12-2025;CUST472;Female;38;Beauty;3;€ 300,00;€ 900,00;4001CH
473;25-2-2025;CUST473;Male;64;Beauty;1;€ 50,00;€ 50,00;4001CH
474;15-7-2025;CUST474;Female;26;Clothing;3;€ 500,00;€ 1.500,00;4001CH
475;20-1-2025;CUST475;Male;26;Clothing;3;€ 25,00;€ 75,00;4001CH
476;29-8-2025;CUST476;Female;27;Clothing;4;€ 500,00;€ 2.000,00;4001CH
477;24-4-2025;CUST477;Male;43;Clothing;4;€ 30,00;€ 120,00;4001CH
478;13-4-2025;CUST478;Female;58;Clothing;2;€ 30,00;€ 60,00;4001CH
479;24-8-2025;CUST479;Male;52;Electronics;4;€ 300,00;€ 1.200,00;4001CH
480;29-6-2025;CUST480;Female;42;Beauty;4;€ 500,00;€ 2.000,00;4001CH
481;6-6-2025;CUST481;Female;43;Electronics;4;€ 300,00;€ 1.200,00;4001CH
482;27-4-2025;CUST482;Female;28;Clothing;4;€ 300,00;€ 1.200,00;4001CH
483;25-4-2025;CUST483;Male;55;Clothing;1;€ 30,00;€ 30,00;4001CH
484;13-1-2025;CUST484;Female;19;Clothing;4;€ 300,00;€ 1.200,00;4001CH
485;4-12-2025;CUST485;Male;24;Electronics;1;€ 30,00;€ 30,00;4001CH
486;9-4-2025;CUST486;Female;35;Electronics;1;€ 25,00;€ 25,00;4001CH
487;24-7-2025;CUST487;Male;44;Clothing;4;€ 500,00;€ 2.000,00;4001CH
488;18-6-2025;CUST488;Female;51;Electronics;3;€ 300,00;€ 900,00;4001CH
489;23-5-2025;CUST489;Male;44;Electronics;1;€ 30,00;€ 30,00;4001CH
490;5-2-2025;CUST490;Male;34;Clothing;3;€ 50,00;€ 150,00;4001CH
491;23-5-2025;CUST491;Female;60;Electronics;3;€ 300,00;€ 900,00;4001CH
492;29-6-2025;CUST492;Male;61;Beauty;4;€ 25,00;€ 100,00;4001CH
493;25-11-2025;CUST493;Male;41;Beauty;2;€ 25,00;€ 50,00;4001CH
494;18-9-2025;CUST494;Female;42;Beauty;4;€ 50,00;€ 200,00;4001CH
495;24-7-2025;CUST495;Male;24;Beauty;2;€ 30,00;€ 60,00;4001CH
496;14-12-2025;CUST496;Male;23;Clothing;2;€ 300,00;€ 600,00;4001CH
497;2-10-2025;CUST497;Male;41;Clothing;4;€ 30,00;€ 120,00;4001CH
498;19-6-2025;CUST498;Female;50;Clothing;4;€ 25,00;€ 100,00;4001CH
499;15-1-2025;CUST499;Male;46;Beauty;2;€ 30,00;€ 60,00;4001CH
